product_name,brand,material_composition,hts_code,tariff_rate,country,base_price
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,Malaysia,52.44
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,Mexico,22.41
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,India,87.83
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,Germany,44.77
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,China,30.24
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,Thailand,20.33
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,Malaysia,38.06
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,India,10.46
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,China,60.85
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Mexico,81.63
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,China,40.12
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,India,59.2
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,India,99.53
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,India,37.21
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,Malaysia,17.96
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,Thailand,94.99
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Vietnam,47.18
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,China,19.93
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,India,23.94
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,China,4.71
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,Thailand,62.69
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,Germany,47.57
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,Mexico,93.77
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,China,27.49
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,Malaysia,25.09
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,China,33.95
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Vietnam,33.84
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,India,58.71
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,Thailand,29.15
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Germany,79.43
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,China,51.78
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,Mexico,85.24
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,Malaysia,37.39
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,India,70.32
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,Thailand,29.31
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Thailand,68.79
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,Vietnam,6.55
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,India,1.26
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,India,52.44
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,Malaysia,30.42
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,Germany,94.8
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Germany,89.53
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,Malaysia,74.75
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,China,4.14
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,Malaysia,90.09
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,Germany,83.99
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,Malaysia,89.93
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,Mexico,57.11
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Vietnam,6.82
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,India,78.6
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,China,43.26
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,China,89.93
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,China,2.71
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,India,40.79
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,Thailand,23.47
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,China,92.58
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,Germany,70.9
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Mexico,93.27
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,Thailand,62.97
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,China,11.37
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,India,16.76
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,Malaysia,91.65
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,Mexico,69.81
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Vietnam,21.33
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,China,65.73
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,Germany,86.63
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,Thailand,57.06
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,Vietnam,3.77
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,India,2.15
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,Germany,15.65
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,China,3.42
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,Vietnam,67.87
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Vietnam,49.66
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,Thailand,39.97
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,Thailand,26.74
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,Germany,45.43
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,Vietnam,54.27
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Thailand,58.61
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,Malaysia,17.84
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,India,78.4
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Germany,88.95
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,Germany,12.81
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Mexico,75.15
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,Germany,1.63
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,Vietnam,37.53
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,India,7.63
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Germany,12.14
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,Vietnam,42.38
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,India,38.51
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,Malaysia,11.06
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,India,58.47
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Mexico,27.22
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,Vietnam,76.02
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,Mexico,44.14
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,Germany,22.05
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Mexico,64.72
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,Germany,98.88
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,India,4.09
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,Germany,28.99
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,Mexico,71.37
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,China,32.89
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,Germany,70.65
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,India,12.22
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,Malaysia,55.73
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,India,10.14
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Malaysia,75.17
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,China,98.32
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,Vietnam,62.29
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,Thailand,46.24
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,Thailand,22.61
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,Malaysia,80.75
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,Germany,36.18
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Thailand,82.25
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,Thailand,88.26
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,Mexico,57.44
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,Germany,49.13
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,Vietnam,88.85
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Germany,53.55
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,Vietnam,12.72
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,Thailand,66.76
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,India,18.34
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,Mexico,23.15
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Vietnam,15.16
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,Germany,26.22
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Malaysia,60.44
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,Mexico,28.33
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,Vietnam,62.67
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,India,55.22
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,Mexico,30.83
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,Thailand,19.21
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,India,31.79
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,India,55.88
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,Mexico,26.15
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,Malaysia,45.41
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,Thailand,55.35
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,Germany,76.87
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,Germany,30.31
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,India,81.44
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Malaysia,47.07
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,Thailand,16.21
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,China,33.99
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,Vietnam,79.54
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,China,16.88
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,Thailand,67.53
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Mexico,54.93
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,Vietnam,56.15
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,China,83.11
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,Thailand,62.19
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,Germany,94.06
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,Malaysia,42.5
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,Thailand,81.55
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,China,85.44
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,India,37.47
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,India,80.73
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,Vietnam,23.64
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Thailand,38.92
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,Malaysia,64.89
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,Vietnam,75.8
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,Malaysia,89.07
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,Germany,54.15
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,Vietnam,13.77
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,Vietnam,21.19
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,China,80.69
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,Thailand,70.51
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,Germany,90.74
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,India,15.64
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Vietnam,59.26
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,Germany,14.65
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,Germany,10.52
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,China,57.94
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,Malaysia,87.63
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,Vietnam,59.7
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Mexico,21.6
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,Thailand,26.8
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Thailand,95.04
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,Vietnam,67.53
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,Malaysia,86.03
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,Mexico,59.12
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,Thailand,32.9
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Germany,17.3
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Vietnam,4.19
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,Germany,87.16
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,Germany,78.81
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,Germany,59.69
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,India,19.42
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,Germany,38.44
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,Malaysia,15.1
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,China,25.71
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,Thailand,18.34
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,Malaysia,68.9
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,India,13.93
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,Malaysia,94.92
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Mexico,9.7
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,India,47.12
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,China,13.33
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,Germany,30.31
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,China,2.38
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,India,13.9
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,India,33.69
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,India,59.2
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,Vietnam,89.97
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,India,58.14
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,Mexico,55.12
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,Germany,85.38
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Mexico,53.72
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,Thailand,15.94
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,Mexico,19.48
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Malaysia,11.99
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,Germany,18.19
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,India,78.11
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,Vietnam,40.01
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,Malaysia,14.88
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,Vietnam,81.7
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,Malaysia,48.73
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,Germany,88.2
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,Germany,60.45
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,Mexico,18.0
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,Malaysia,1.84
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,Germany,81.66
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,Malaysia,92.27
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,India,15.0
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Mexico,35.34
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,Germany,73.85
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,Vietnam,69.85
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,China,72.62
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,China,29.87
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,China,11.39
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,India,97.33
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,Thailand,87.33
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,India,51.51
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,India,74.05
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,Thailand,35.58
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,China,73.85
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,China,86.07
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,Vietnam,56.16
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,China,47.91
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,Vietnam,50.99
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,India,19.99
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,India,92.9
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,China,41.11
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,Thailand,66.56
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,Mexico,29.08
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,India,91.74
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,China,63.88
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,Vietnam,11.07
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,Thailand,19.2
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,Thailand,23.88
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,China,71.39
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,Mexico,28.53
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,Thailand,95.82
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,Vietnam,13.22
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,Thailand,8.47
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,Vietnam,74.55
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,India,69.06
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,Vietnam,77.55
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,Vietnam,95.56
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,India,68.7
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Vietnam,27.67
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,Vietnam,36.01
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,Malaysia,85.57
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,Mexico,21.8
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,Mexico,75.49
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,Mexico,38.03
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Thailand,98.08
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,Germany,29.53
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,Vietnam,32.47
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,China,13.43
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,Germany,71.66
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,Mexico,70.51
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,India,68.89
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,China,41.64
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,Mexico,53.98
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,Vietnam,26.36
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,China,84.08
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,India,7.55
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Malaysia,83.05
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,Thailand,42.7
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,Vietnam,38.17
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Vietnam,97.1
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,Vietnam,50.43
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,Thailand,76.6
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,India,75.4
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,Mexico,39.93
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,Germany,71.15
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,Vietnam,84.91
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Germany,38.74
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,Vietnam,87.78
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,Germany,81.06
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,Mexico,80.14
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,Malaysia,30.58
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,Thailand,66.6
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,Malaysia,99.04
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,Mexico,40.82
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,Malaysia,12.35
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,Malaysia,50.45
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,Malaysia,14.66
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,Mexico,22.55
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Mexico,92.25
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,China,29.18
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Vietnam,76.76
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,Germany,2.53
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,Mexico,53.04
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,Mexico,95.0
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,Thailand,40.88
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,Germany,41.09
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,India,85.18
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,Vietnam,16.75
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,Malaysia,68.91
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,India,52.25
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,Malaysia,31.45
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,Thailand,30.58
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,Malaysia,72.34
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,China,52.24
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Malaysia,78.65
